"ResponseID"	"Age"	"Gender"	"NativeLang"	"NativeLangEng"	"SecondLang"	"ExperimentDuration"	"expName"	"distribution"	"distributionC"	"visualCue"	"visualCueC"	"trialList"	"memList"	"trialKind"	"trialID"	"trialOrder"	"orderByTargetRole"	"orderByTargetRoleC"	"label"	"labelRole"	"exemplar"	"exemplarRole"	"target"	"targetRole"	"distracter1"	"distracter1Role"	"distracter2"	"distracter2Role"	"distracter3"	"distracter3Role"	"pairKind"	"cooccurPairType"	"memAccExemplarTrial"	"memAccExemplarTrialC"	"offset.25"	"offset.33"	"response"	"responseRole"	"isRight"
"R_6fKTUtVX3I5DQTX"	53	2	"English"	1	"nada"	7	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list2"	"MemTrials_constrain_4_List2"	"training"	40	16	2	-1.5	"jellup"	"H"	NA	NA	"object_9"	8	"object_4"	6	"object_12"	1	"object_2"	5	4	"moderate"	0	-0.5	0.25	0.333333333333333	1	8	1
"R_6fKTUtVX3I5DQTX"	53	2	"English"	1	"nada"	7	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list2"	"MemTrials_constrain_4_List2"	"training"	41	39	5	1.5	"vima"	"A"	NA	NA	"object_12"	1	"object_3"	4	"object_9"	8	"object_6"	3	1	"high"	1	0.5	0.25	0.333333333333333	1	1	1
"R_6fKTUtVX3I5DQTX"	53	2	"English"	1	"nada"	7	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list2"	"MemTrials_constrain_4_List2"	"training"	42	18	2	-1.5	"blick"	"B"	NA	NA	"object_1"	2	"object_6"	3	"object_8"	7	"object_3"	4	1	"high"	1	0.5	0.25	0.333333333333333	4	4	0
"R_6fKTUtVX3I5DQTX"	53	2	"English"	1	"nada"	7	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list2"	"MemTrials_constrain_4_List2"	"training"	43	4	2	-1.5	"labo"	"C"	NA	NA	"object_6"	3	"object_1"	2	"object_4"	6	"object_12"	1	2	"high"	0	-0.5	0.25	0.333333333333333	2	2	0
"R_6fKTUtVX3I5DQTX"	53	2	"English"	1	"nada"	7	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list2"	"MemTrials_constrain_4_List2"	"training"	44	48	6	2.5	"manu"	"D"	NA	NA	"object_3"	4	"object_12"	1	"object_2"	5	"object_1"	2	2	"high"	1	0.5	0.25	0.333333333333333	2	1	0
"R_6fKTUtVX3I5DQTX"	53	2	"English"	1	"nada"	7	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list2"	"MemTrials_constrain_4_List2"	"training"	45	22	3	-0.5	"geddle"	"E"	NA	NA	"object_2"	5	"object_12"	1	"object_8"	7	"object_4"	6	3	"moderate"	1	0.5	0.25	0.333333333333333	1	5	1
"R_6fKTUtVX3I5DQTX"	53	2	"English"	1	"nada"	7	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list2"	"MemTrials_constrain_4_List2"	"training"	46	8	2	-1.5	"stip"	"F"	NA	NA	"object_4"	6	"object_1"	2	"object_9"	8	"object_2"	5	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	6	1
"R_6fKTUtVX3I5DQTX"	53	2	"English"	1	"nada"	7	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list2"	"MemTrials_constrain_4_List2"	"training"	47	35	5	1.5	"dirg"	"G"	NA	NA	"object_8"	7	"object_6"	3	"object_2"	5	"object_9"	8	4	"moderate"	1	0.5	0.25	0.333333333333333	3	5	0
"R_6fKTUtVX3I5DQTX"	53	2	"English"	1	"nada"	7	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list2"	"MemTrials_constrain_4_List2"	"training"	48	30	5	1.5	"jellup"	"H"	NA	NA	"object_9"	8	"object_3"	4	"object_4"	6	"object_8"	7	4	"moderate"	0	-0.5	0.25	0.333333333333333	1	8	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"test"	1	1	1	-2.5	NA	NA	"object_8"	1	"object_6"	2	"object_12"	3	"object_1"	5	NA	NA	1	"high"	NA	NA	0.25	0.333333333333333	1	2	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"test"	2	2	1	-2.5	NA	NA	"object_3"	6	"object_1"	5	"object_2"	8	"object_6"	2	NA	NA	3	"moderate"	NA	NA	0.25	0.333333333333333	2	8	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"test"	3	3	1	-2.5	NA	NA	"object_6"	2	"object_8"	1	"object_9"	4	"object_3"	6	NA	NA	1	"high"	NA	NA	0.25	0.333333333333333	1	1	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"test"	4	4	1	-2.5	NA	NA	"object_4"	7	"object_2"	8	"object_8"	1	"object_12"	3	NA	NA	4	"moderate"	NA	NA	0.25	0.333333333333333	3	3	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"test"	5	5	1	-2.5	NA	NA	"object_12"	3	"object_9"	4	"object_1"	5	"object_4"	7	NA	NA	2	"high"	NA	NA	0.25	0.333333333333333	3	7	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"test"	6	6	1	-2.5	NA	NA	"object_2"	8	"object_4"	7	"object_6"	2	"object_9"	4	NA	NA	4	"moderate"	NA	NA	0.25	0.333333333333333	2	2	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"test"	7	7	1	-2.5	NA	NA	"object_9"	4	"object_12"	3	"object_3"	6	"object_2"	8	NA	NA	2	"high"	NA	NA	0.25	0.333333333333333	2	6	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"test"	8	8	1	-2.5	NA	NA	"object_1"	5	"object_3"	6	"object_4"	7	"object_8"	1	NA	NA	3	"moderate"	NA	NA	0.25	0.333333333333333	3	1	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	1	31	4	0.5	"vima"	"A"	NA	NA	"object_8"	1	"object_6"	2	"object_1"	5	"object_3"	6	1	"high"	1	0.5	0.25	0.333333333333333	1	1	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	2	29	4	0.5	"blick"	"B"	NA	NA	"object_6"	2	"object_8"	1	"object_12"	3	"object_9"	4	1	"high"	1	0.5	0.25	0.333333333333333	2	1	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	3	12	2	-1.5	"labo"	"C"	NA	NA	"object_12"	3	"object_9"	4	"object_8"	1	"object_6"	2	2	"high"	0	-0.5	0.25	0.333333333333333	1	3	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	4	2	1	-2.5	"manu"	"D"	NA	NA	"object_9"	4	"object_12"	3	"object_4"	7	"object_2"	8	2	"high"	0	-0.5	0.25	0.333333333333333	3	7	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	5	13	3	-0.5	"geddle"	"E"	NA	NA	"object_1"	5	"object_3"	6	"object_4"	7	"object_2"	8	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	5	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	6	44	6	2.5	"stip"	"F"	NA	NA	"object_3"	6	"object_1"	5	"object_12"	3	"object_9"	4	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	6	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	7	34	4	0.5	"dirg"	"G"	NA	NA	"object_4"	7	"object_2"	8	"object_1"	5	"object_3"	6	4	"moderate"	0	-0.5	0.25	0.333333333333333	2	8	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	8	22	3	-0.5	"jellup"	"H"	NA	NA	"object_2"	8	"object_4"	7	"object_8"	1	"object_6"	2	4	"moderate"	0	-0.5	0.25	0.333333333333333	1	8	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	9	14	2	-1.5	"vima"	"A"	NA	NA	"object_8"	1	"object_1"	5	"object_2"	8	"object_6"	2	1	"high"	1	0.5	0.25	0.333333333333333	3	8	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	10	15	2	-1.5	"blick"	"B"	NA	NA	"object_6"	2	"object_4"	7	"object_3"	6	"object_8"	1	1	"high"	1	0.5	0.25	0.333333333333333	1	2	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	11	36	4	0.5	"labo"	"C"	NA	NA	"object_12"	3	"object_3"	6	"object_4"	7	"object_9"	4	2	"high"	0	-0.5	0.25	0.333333333333333	4	4	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	12	16	4	0.5	"manu"	"D"	NA	NA	"object_9"	4	"object_2"	8	"object_1"	5	"object_12"	3	2	"high"	0	-0.5	0.25	0.333333333333333	2	8	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	13	33	6	2.5	"geddle"	"E"	NA	NA	"object_1"	5	"object_6"	2	"object_8"	1	"object_4"	7	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	5	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	14	35	4	0.5	"stip"	"F"	NA	NA	"object_3"	6	"object_8"	1	"object_6"	2	"object_2"	8	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	6	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	15	47	6	2.5	"dirg"	"G"	NA	NA	"object_4"	7	"object_9"	4	"object_12"	3	"object_1"	5	4	"moderate"	0	-0.5	0.25	0.333333333333333	3	3	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	16	40	6	2.5	"jellup"	"H"	NA	NA	"object_2"	8	"object_12"	3	"object_9"	4	"object_3"	6	4	"moderate"	0	-0.5	0.25	0.333333333333333	1	8	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	17	9	1	-2.5	"vima"	"A"	NA	NA	"object_8"	1	"object_1"	5	"object_3"	6	"object_6"	2	1	"high"	1	0.5	0.25	0.333333333333333	1	1	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	18	48	6	2.5	"blick"	"B"	NA	NA	"object_6"	2	"object_2"	8	"object_4"	7	"object_8"	1	1	"high"	1	0.5	0.25	0.333333333333333	1	2	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	19	30	3	-0.5	"labo"	"C"	NA	NA	"object_12"	3	"object_9"	4	"object_4"	7	"object_2"	8	2	"high"	0	-0.5	0.25	0.333333333333333	1	3	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	20	20	5	1.5	"manu"	"D"	NA	NA	"object_9"	4	"object_6"	2	"object_8"	1	"object_12"	3	2	"high"	0	-0.5	0.25	0.333333333333333	2	2	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	21	7	2	-1.5	"geddle"	"E"	NA	NA	"object_1"	5	"object_12"	3	"object_9"	4	"object_3"	6	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	5	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	22	43	5	1.5	"stip"	"F"	NA	NA	"object_3"	6	"object_1"	5	"object_12"	3	"object_9"	4	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	6	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	23	32	3	-0.5	"dirg"	"G"	NA	NA	"object_4"	7	"object_8"	1	"object_6"	2	"object_2"	8	4	"moderate"	0	-0.5	0.25	0.333333333333333	4	8	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	24	10	1	-2.5	"jellup"	"H"	NA	NA	"object_2"	8	"object_4"	7	"object_1"	5	"object_3"	6	4	"moderate"	0	-0.5	0.25	0.333333333333333	1	8	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	25	46	6	2.5	"vima"	"A"	NA	NA	"object_8"	1	"object_6"	2	"object_4"	7	"object_12"	3	1	"high"	1	0.5	0.25	0.333333333333333	2	2	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	26	25	3	-0.5	"blick"	"B"	NA	NA	"object_6"	2	"object_8"	1	"object_2"	8	"object_9"	4	1	"high"	1	0.5	0.25	0.333333333333333	2	1	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	27	45	6	2.5	"labo"	"C"	NA	NA	"object_12"	3	"object_9"	4	"object_1"	5	"object_8"	1	2	"high"	0	-0.5	0.25	0.333333333333333	4	1	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	28	41	6	2.5	"manu"	"D"	NA	NA	"object_9"	4	"object_12"	3	"object_3"	6	"object_6"	2	2	"high"	0	-0.5	0.25	0.333333333333333	4	2	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	29	27	4	0.5	"geddle"	"E"	NA	NA	"object_1"	5	"object_3"	6	"object_12"	3	"object_2"	8	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	5	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	30	6	2	-1.5	"stip"	"F"	NA	NA	"object_3"	6	"object_1"	5	"object_9"	4	"object_4"	7	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	6	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	31	18	2	-1.5	"dirg"	"G"	NA	NA	"object_4"	7	"object_2"	8	"object_8"	1	"object_3"	6	4	"moderate"	0	-0.5	0.25	0.333333333333333	3	1	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	32	21	2	-1.5	"jellup"	"H"	NA	NA	"object_2"	8	"object_4"	7	"object_6"	2	"object_1"	5	4	"moderate"	0	-0.5	0.25	0.333333333333333	4	5	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	33	38	5	1.5	"vima"	"A"	NA	NA	"object_8"	1	"object_9"	4	"object_4"	7	"object_12"	3	1	"high"	1	0.5	0.25	0.333333333333333	2	4	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	34	11	1	-2.5	"blick"	"B"	NA	NA	"object_6"	2	"object_12"	3	"object_2"	8	"object_9"	4	1	"high"	1	0.5	0.25	0.333333333333333	2	3	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	35	5	1	-2.5	"labo"	"C"	NA	NA	"object_12"	3	"object_6"	2	"object_1"	5	"object_8"	1	2	"high"	0	-0.5	0.25	0.333333333333333	4	1	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	36	4	2	-1.5	"manu"	"D"	NA	NA	"object_9"	4	"object_8"	1	"object_3"	6	"object_6"	2	2	"high"	0	-0.5	0.25	0.333333333333333	4	2	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	37	3	1	-2.5	"geddle"	"E"	NA	NA	"object_1"	5	"object_4"	7	"object_9"	4	"object_2"	8	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	5	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	38	1	1	-2.5	"stip"	"F"	NA	NA	"object_3"	6	"object_2"	8	"object_12"	3	"object_4"	7	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	6	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	39	39	5	1.5	"dirg"	"G"	NA	NA	"object_4"	7	"object_1"	5	"object_6"	2	"object_3"	6	4	"moderate"	0	-0.5	0.25	0.333333333333333	3	2	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	40	24	5	1.5	"jellup"	"H"	NA	NA	"object_2"	8	"object_3"	6	"object_8"	1	"object_1"	5	4	"moderate"	0	-0.5	0.25	0.333333333333333	1	8	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	41	19	3	-0.5	"vima"	"A"	NA	NA	"object_8"	1	"object_9"	4	"object_2"	8	"object_12"	3	1	"high"	1	0.5	0.25	0.333333333333333	1	1	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	42	42	5	1.5	"blick"	"B"	NA	NA	"object_6"	2	"object_12"	3	"object_4"	7	"object_9"	4	1	"high"	1	0.5	0.25	0.333333333333333	2	3	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	43	37	5	1.5	"labo"	"C"	NA	NA	"object_12"	3	"object_6"	2	"object_3"	6	"object_8"	1	2	"high"	0	-0.5	0.25	0.333333333333333	1	3	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	44	8	3	-0.5	"manu"	"D"	NA	NA	"object_9"	4	"object_8"	1	"object_1"	5	"object_6"	2	2	"high"	0	-0.5	0.25	0.333333333333333	4	2	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	45	28	5	1.5	"geddle"	"E"	NA	NA	"object_1"	5	"object_8"	1	"object_4"	7	"object_3"	6	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	5	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	46	26	3	-0.5	"stip"	"F"	NA	NA	"object_3"	6	"object_6"	2	"object_2"	8	"object_1"	5	3	"moderate"	0	-0.5	0.25	0.333333333333333	1	6	1
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	47	17	1	-2.5	"dirg"	"G"	NA	NA	"object_4"	7	"object_12"	3	"object_1"	5	"object_2"	8	4	"moderate"	0	-0.5	0.25	0.333333333333333	2	3	0
"R_6PS1djBfBB1OGNf"	26	1	"english"	1	"none"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_1_List1"	"training"	48	23	4	0.5	"jellup"	"H"	NA	NA	"object_2"	8	"object_9"	4	"object_3"	6	"object_4"	7	4	"moderate"	0	-0.5	0.25	0.333333333333333	1	8	1
"R_6RUn9FR4CBUUuBD"	32	1	"English "	1	"None"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_2_List1"	"test"	1	1	1	-2.5	NA	NA	"object_4"	7	"object_2"	8	"object_8"	1	"object_12"	3	NA	NA	4	"moderate"	NA	NA	0.25	0.333333333333333	1	8	1
"R_6RUn9FR4CBUUuBD"	32	1	"English "	1	"None"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_2_List1"	"test"	2	2	1	-2.5	NA	NA	"object_1"	5	"object_3"	6	"object_4"	7	"object_8"	1	NA	NA	3	"moderate"	NA	NA	0.25	0.333333333333333	2	7	0
"R_6RUn9FR4CBUUuBD"	32	1	"English "	1	"None"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_2_List1"	"test"	3	3	1	-2.5	NA	NA	"object_8"	1	"object_6"	2	"object_12"	3	"object_1"	5	NA	NA	1	"high"	NA	NA	0.25	0.333333333333333	2	3	0
"R_6RUn9FR4CBUUuBD"	32	1	"English "	1	"None"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_2_List1"	"test"	4	4	1	-2.5	NA	NA	"object_9"	4	"object_12"	3	"object_3"	6	"object_2"	8	NA	NA	2	"high"	NA	NA	0.25	0.333333333333333	3	8	0
"R_6RUn9FR4CBUUuBD"	32	1	"English "	1	"None"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_2_List1"	"test"	5	5	1	-2.5	NA	NA	"object_2"	8	"object_4"	7	"object_6"	2	"object_9"	4	NA	NA	4	"moderate"	NA	NA	0.25	0.333333333333333	3	4	0
"R_6RUn9FR4CBUUuBD"	32	1	"English "	1	"None"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_2_List1"	"test"	6	6	1	-2.5	NA	NA	"object_6"	2	"object_8"	1	"object_9"	4	"object_3"	6	NA	NA	1	"high"	NA	NA	0.25	0.333333333333333	3	6	0
"R_6RUn9FR4CBUUuBD"	32	1	"English "	1	"None"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_2_List1"	"test"	7	7	1	-2.5	NA	NA	"object_12"	3	"object_9"	4	"object_1"	5	"object_4"	7	NA	NA	2	"high"	NA	NA	0.25	0.333333333333333	2	5	0
"R_6RUn9FR4CBUUuBD"	32	1	"English "	1	"None"	5	"exp3_skewed"	"skewed"	0.5	"noVisual"	-0.5	"trialList_list1"	"MemTrials_constrain_2_List1"	"test"	8	8	1	-2.5	NA	NA	"object_3"	6	"object_1"	5	"object_2"	8	"object_6"	2	NA	NA	3	"moderate"	NA	NA	0.25	0.333333333333333	3	2	0
